Generation,Zeit,Spieldauer,Stapel,Flach,Diagonal,Unentschieden,Hoechste Fitness,Durchschnittliche Fitness
272,30.53,11.5,9507,126,267,0,3466.0,1290.955
273,29.64,11.2,9718,93,89,0,3212.0,1232.175
274,18.48,6.9,2210,2886,4804,0,3193.0,538.58
275,23.7,8.6,9882,0,18,0,3016.5,801.895
276,33.42,12.0,8148,1419,333,0,3496.0,1407.875
277,20.4,7.6,9900,0,0,0,1865.0,824.855
278,22.37,8.1,9832,63,5,0,2337.5,836.455
279,24.42,8.8,9890,0,10,0,3211.5,838.22
280,30.67,11.5,8950,0,950,0,3776.5,1351.015
281,24.82,9.3,9431,260,209,0,2475.0,1030.865
282,26.59,10.0,9611,4,285,0,2567.0,1047.27
283,28.65,10.6,9164,640,96,0,3818.5,1198.155
284,18.45,6.7,9900,0,0,0,1844.0,667.845
285,21.06,7.8,9742,9,149,0,1697.0,852.6
286,40.83,15.3,6545,403,2952,0,4392.5,1873.625
287,33.1,12.2,7610,1797,493,0,3760.5,1325.105
288,31.84,12.0,9746,0,154,0,3914.0,1338.41
289,24.55,9.0,9571,316,13,0,2777.5,885.005
290,23.64,8.7,9900,0,0,0,2592.5,880.46
291,44.39,16.9,9621,5,274,0,4671.0,2184.54
292,11.84,4.2,9900,0,0,0,571.0,325.11
293,30.83,11.3,9640,256,4,0,4018.5,1329.32
294,26.06,9.3,9860,23,17,0,4032.5,967.325
295,19.44,9.0,9874,0,26,0,2866.0,972.51
296,35.48,13.3,7913,1283,704,0,4429.0,1527.995
297,36.38,13.6,8847,135,918,0,4137.5,1667.3
298,27.44,9.9,7431,1004,1465,0,2984.0,982.86
299,36.51,13.6,8607,300,993,0,4941.5,1668.765
300,28.1,10.4,9762,29,109,0,3738.0,1171.92
301,32.7,12.3,9773,80,47,0,3927.0,1369.43
302,22.42,8.3,9890,0,10,0,3871.0,756.07
303,25.78,9.7,7790,131,1979,0,2970.0,1050.36
304,25.61,9.5,7014,2786,100,0,3360.5,1041.235
305,25.47,9.4,9900,0,0,0,1439.5,900.52
306,17.87,6.6,8584,1218,98,0,781.5,481.785
307,31.67,11.8,6253,3382,265,0,4048.5,1359.79
308,30.14,11.3,9808,87,5,0,3593.0,1332.295
309,18.79,7.0,9900,0,0,0,544.5,544.5
310,19.45,7.0,9405,493,2,0,597.5,551.13
311,21.53,8.1,9111,371,418,0,3024.0,752.34
312,27.58,10.5,9900,0,0,0,3232.5,1157.395
313,31.23,12.7,5445,1168,3287,0,4320.5,1536.69
314,36.25,13.2,9725,120,55,0,4155.0,1563.96
315,30.79,11.9,9436,25,439,0,4009.5,1431.515
316,26.39,10.1,9410,28,462,0,2279.0,1023.17
317,22.99,9.5,8705,371,824,0,1495.0,928.435
318,16.44,6.6,9760,0,140,0,3258.5,565.585
319,24.53,10.0,4569,82,5249,0,3386.5,1157.03
320,14.87,6.0,9860,0,40,0,1136.0,593.975
321,8.4,3.0,9900,0,0,0,-49.5,-49.5
322,35.65,13.7,8397,284,1219,0,3854.0,1639.065
323,21.04,8.1,4306,5,5589,0,3202.0,831.15
324,14.65,5.0,9900,0,0,0,269.5,247.83
325,20.14,7.3,3082,6725,93,0,1851.5,615.965
326,26.9,10.6,6224,3284,392,0,3135.0,1175.885
327,16.07,6.0,9900,0,0,0,652.0,593.01
328,28.96,10.8,8293,103,1504,0,3839.0,1150.135
329,18.37,7.0,9900,0,0,0,544.5,544.5
330,37.63,14.5,9502,45,352,1,3914.0,1790.285
331,18.61,7.1,9825,0,75,0,4075,554.145
332,23.41,8.9,9357,540,3,0,3550.0,896.85
333,35.93,13.3,9104,785,11,0,2937.5,1483.405
334,39.34,14.2,9636,134,130,0,3793.0,1634.87
335,26.32,10.1,6531,3342,27,0,2892.0,1049.635
336,43.84,16.1,5302,1617,2973,8,3751.5,1999.425
337,18.45,6.6,9900,0,0,0,1279.5,490.37
338,28.42,10.5,9837,0,63,0,4071.5,1231.53
339,16.08,5.7,6435,3465,0,0,2230.0,472.725
340,24.53,8.7,9838,19,43,0,4121.0,812.765
341,24.08,8.6,9837,61,2,0,3924.0,870.06
342,29.77,10.9,9659,193,48,0,4110.5,1148.665
343,13.83,4.9,9898,2,0,0,1283.0,424.57
344,16.92,6.0,9900,0,0,0,594.0,594.0
345,43.68,15.7,7797,1178,923,2,4393.5,1977.13
346,28.65,10.3,9666,102,132,0,2996.0,1081.72
347,31.03,11.6,9730,22,148,0,2230.0,1243.065
348,17.13,6.2,9900,0,0,0,1232.0,583.11
349,20.6,7.6,9275,2,623,0,3816.0,670.525
350,21.52,7.6,9773,46,81,0,1944.5,639.085
351,10.74,3.8,9881,0,19,0,1788.0,76.245
352,32.5,12.3,9815,45,40,0,3007.5,1343.49
353,27.51,10.3,9871,25,4,0,3210.5,1161.85
354,20.31,7.7,7919,4,1977,0,2547.5,763.92
355,31.04,11.7,9900,0,0,0,3558.0,1330.805
356,25.98,9.9,9296,13,591,0,3440.5,1028.94
357,22.22,8.4,9897,0,3,0,1511.5,947.19
358,19.47,7.3,7667,24,2209,0,3113.0,695.885
359,15.69,5.9,9874,26,0,0,3563.5,397.145
360,13.77,4.8,9708,192,0,0,2584.0,409.565
361,15.4,5.7,9702,0,198,0,3590.0,375.61
362,26.65,10.2,9466,32,402,0,3887.5,1125.975
363,12.71,4.4,907,8955,38,0,580.5,172.06
364,34.82,12.1,8327,699,866,8,4226.0,1359.87
365,25.26,8.7,9587,246,67,0,4068.0,889.585
366,29.12,10.0,9434,0,466,0,2322.0,1143.295
367,43.67,15.9,8104,493,1303,0,4194.5,1896.09
368,11.97,4.0,9900,0,0,0,355.0,297.87
369,24.81,8.9,9528,368,4,0,3793.5,1010.3
370,19.24,6.7,9882,7,11,0,2536.5,513.64
371,18.37,6.1,9895,0,5,0,3478.5,588.86
372,34.84,12.3,9793,99,8,0,4133.0,1459.79
373,25.28,9.1,9637,252,11,0,2625.0,905.045
374,19.99,7.1,9900,0,0,0,749.5,562.45
375,23.09,8.2,257,9624,19,0,2257.0,921.52
376,16.61,6.0,9603,0,297,0,594.0,594.0
377,44.68,16.5,6966,2401,439,94,5843.0,2036.735
378,33.32,13.1,7957,1738,205,0,3917.0,1559.075
379,18.52,7.0,9703,1,196,0,1140.5,548.035
380,27.16,10.4,8235,1563,102,0,3606.0,1117.32
381,24.88,9.8,8686,8,1206,0,3834.0,1041.295
382,32.88,12.2,9861,5,32,2,3877.5,1432.305
383,25.24,9.4,9900,0,0,0,2469.0,1057.48
384,30.63,11.4,6710,23,3167,0,2766.5,1272.02
385,21.65,7.8,9900,0,0,0,3006.0,820.21
386,23.48,8.8,9655,92,153,0,3680.5,846.595
387,34.69,12.2,8891,220,789,0,3968.0,1422.06
388,19.69,8.7,9900,0,0,0,2601.0,984.25
389,20.35,10.5,9668,18,214,0,3529.5,1117.475
390,24.03,12.4,7042,660,2198,0,2960.0,1369.32
391,11.23,5.4,9900,0,0,0,462.5,300.96
392,19.36,9.3,7477,12,2411,0,2859.5,974.62
393,25.81,13.2,8841,127,932,0,4272.5,1586.305
394,26.51,13.8,6709,2870,321,0,4231.0,1712.1
395,24.9,12.7,9590,284,26,0,4187.5,1433.36
396,25.42,13.3,9418,0,482,0,4112.0,1641.895
397,22.97,11.6,8507,1386,7,0,2596.0,1378.885
398,15.25,7.3,9776,124,0,0,3745.5,599.395
399,12.78,6.0,2490,7399,11,0,2764.5,435.905
400,8.82,4.0,2970,6930,0,0,1097.5,158.4
401,25.2,12.5,8730,448,722,0,3829.5,1514.745
402,16.4,8.1,9900,0,0,0,4257,894.845
403,16.11,7.9,9663,2,235,0,3897.5,787.315
404,24.03,12.4,6988,1512,1400,0,3509.0,1453.19
405,9.97,4.8,9891,0,9,0,1739.0,248.165
406,24.07,12.1,9553,22,325,0,3702.0,1435.265
407,16.93,8.7,9487,93,320,0,3280.0,972.995
408,21.91,11.2,7338,2496,66,0,2020.5,1193.53
409,13.71,6.7,9900,0,0,0,562.0,506.055
410,16.79,8.5,8754,1038,108,0,4199.5,774.615
411,15.63,7.6,9868,0,32,0,908.5,635.22
412,23.91,12.5,8112,1552,236,0,4584.5,1495.995
413,10.89,5.3,9873,17,10,0,3639.0,317.685
414,14.61,7.5,6602,3298,0,0,3070.0,726.105
415,14.41,7.4,9900,0,0,0,1449.5,653.4
416,15.31,7.9,9900,0,0,0,3148.0,753.94
417,23.89,12.7,9513,146,241,0,3987.0,1496.175
418,12.86,6.5,9669,75,156,0,1880.0,491.415
419,17.84,9.3,9416,0,484,0,2432.0,934.99
420,8.07,4.0,9900,0,0,0,496.0,302.94
421,9.73,4.7,9881,0,19,0,999.0,217.995
422,20.96,11.2,9835,31,34,0,3464.5,1310.2
423,17.3,8.8,9194,573,133,0,2682.0,856.325
424,26.5,13.2,8538,237,1124,1,4459.0,1591.845
425,20.5,10.4,5723,4,4173,0,3301.5,1082.415
426,19.45,10.0,6688,12,3200,0,3432.0,1097.475
427,17.19,8.8,6560,2833,507,0,2908.5,898.7
428,24.53,12.6,7784,1225,875,16,3413.0,1469.54
429,18.06,9.1,8796,331,773,0,3524.5,934.365
430,18.78,9.6,5760,168,3972,0,2427.0,1089.24
431,12.93,6.3,5299,41,4560,0,2182.0,538.815
432,14.54,7.4,7730,2170,0,0,1305.0,785.0
433,15.54,7.9,9900,0,0,0,3146.0,819.395
434,13.57,6.7,9748,26,126,0,2766.5,604.64
435,26.39,13.8,9285,255,360,0,3826.5,1652.82
436,18.76,9.6,9802,34,64,0,2449.0,951.73
437,21.91,11.4,8154,784,962,0,3582.0,1283.015
438,24.57,12.7,8616,7,1277,0,4105.0,1546.89
439,21.39,11.0,8569,305,1026,0,4379.5,1166.85
440,15.14,7.7,9900,0,0,0,3698.0,806.005
441,21.09,11.0,8043,42,1815,0,3706.5,1239.165
442,13.76,6.9,9209,589,102,0,2396.5,543.765
443,16.22,8.1,9236,50,614,0,2969.0,732.025
444,16.3,8.0,9532,307,61,0,3056.0,739.56
445,15.57,7.5,4308,5592,0,0,1927.5,687.965
446,19.71,9.8,9170,4,726,0,3027.5,1073.09
447,14.55,7.1,7964,480,1456,0,1348.0,588.73
448,17.25,8.4,9878,22,0,0,1275.0,940.93
449,26.14,12.9,9822,78,0,0,4281.0,1531.445
450,14.82,7.0,9900,0,0,0,692.5,548.67
451,12.18,6.1,9900,0,0,0,718.0,604.49
452,13.89,7.0,9900,0,0,0,544.5,544.5
453,30.02,15.5,7022,358,2520,0,4516.5,1869.51
454,18.47,9.6,6937,2906,57,0,3344.5,942.28
455,26.61,13.9,9837,28,35,0,3315.5,1616.44
456,18.62,9.6,9203,3,694,0,2730.5,980.45
457,15.72,7.6,9872,28,0,0,3048.0,655.125
458,26.87,13.9,7797,755,1348,0,3606.0,1623.875
459,10.46,5.0,9900,0,0,0,247.5,247.5
460,13.86,7.0,9900,0,0,0,544.5,544.5
461,24.34,12.6,7906,1759,226,9,3568.0,1513.75
462,14.09,7.0,9306,0,594,0,639.0,554.655
463,23.52,11.8,6533,3281,86,0,4087.0,1403.065
464,21.3,11.2,9900,0,0,0,1962.0,1360.175
465,22.66,11.7,8791,203,906,0,3119.0,1321.995
466,13.65,6.9,9893,6,1,0,3101.0,639.04
467,15.23,7.8,9879,21,0,0,1673.0,695.19
468,19.1,9.9,9763,2,135,0,1518.5,983.83
469,15.77,7.9,9086,7,807,0,4452.5,815.18
470,13.32,6.7,5744,55,4101,0,2637.5,602.265
471,18.97,9.7,9893,4,3,0,3623.5,1052.57
472,11.33,5.4,9900,0,0,0,3185.0,337.44
473,18.7,9.3,8232,25,1643,0,2368.5,895.85
474,14.32,7.0,9900,0,0,0,544.5,544.5
475,26.1,13.5,5052,2834,2014,0,4417.5,1620.315
476,23.65,12.2,9056,223,621,0,3806.0,1408.435
477,23.48,12.2,7826,340,1734,0,3972.0,1426.47
478,14.11,7.0,4410,5486,4,0,2811.5,569.46
479,14.09,7.0,9900,0,0,0,544.5,544.5
480,16.03,8.1,9900,0,0,0,3269.0,886.795
481,17.9,9.2,7241,531,2128,0,3551.0,943.265
482,13.99,7.0,9900,0,0,0,544.5,544.5
483,10.09,4.9,9752,122,26,0,2972.5,418.62
484,11.42,5.9,7753,2019,128,0,2569.0,423.52
485,14.03,7.0,9900,0,0,0,544.5,544.5
486,15.51,7.8,5450,4361,89,0,2082.0,745.19
487,18.74,9.3,9126,156,618,0,3683.5,987.11
488,14.43,7.3,9900,0,0,0,1450.5,619.965
489,21.98,11.3,7990,1901,7,2,4244.0,1348.885
490,9.1,4.5,9900,0,0,0,1241.0,367.93
491,11.42,5.5,9899,0,1,0,681.0,328.5
492,18.1,9.2,9632,4,264,0,2342.0,1018.545
493,22.18,10.9,9436,342,122,0,3806.5,1262.32
494,26.01,13.3,7553,250,2097,0,4242.0,1631.255
495,17.03,8.5,9854,3,43,0,3330.5,925.34
496,11.84,6.0,9894,3,3,0,1235.5,400.685
497,22.86,11.6,8833,54,1013,0,2949.0,1300.735
498,14.11,6.9,9900,0,0,0,3262.0,548.46
499,12.42,6.0,9900,0,0,0,594.0,594.0
500,22.31,11.2,7669,918,1313,0,2711.5,1196.305
501,16.1,8.0,6559,1623,1718,0,2976.0,802.77
502,14.91,7.6,9587,16,297,0,1943.0,661.82
503,18.56,9.6,6296,2213,1391,0,3818.5,991.965
504,23.1,11.9,8595,377,928,0,3087.5,1343.065
505,15.63,7.8,9660,1,239,0,1580.0,686.02
506,15.48,7.7,8675,3,1222,0,1919.0,705.55
507,18.4,9.3,9838,35,27,0,2372.5,933.285
508,21.88,11.2,4910,3574,1416,0,3306.5,1262.735
509,17.73,8.9,6809,2760,331,0,3030.0,899.52
510,21.32,11.0,8576,1161,163,0,3204.5,1229.165
511,15.62,7.9,9568,33,299,0,2929.5,690.12
512,10.35,5.0,9900,0,0,0,247.5,247.5
513,10.28,5.0,9900,0,0,0,3013.0,251.865
514,19.46,9.9,9648,26,226,0,3299.0,1130.59
515,18.62,9.2,9754,6,140,0,3653.5,1031.93
516,18.49,9.4,9803,3,94,0,2426.0,1080.785
517,21.42,11.0,7635,13,2252,0,3466.0,1264.915
518,18.16,9.1,9803,92,5,0,2667.5,916.69
519,23.57,12.2,9759,75,66,0,3778.0,1399.555
520,21.23,10.8,9692,44,164,0,2650.0,1283.705
521,17.53,8.9,9664,91,145,0,1675.0,992.375
522,15.17,7.5,9893,2,5,0,2997.0,695.09
523,20.65,10.4,8088,1805,7,0,3824.0,1153.815
524,6.86,3.1,250,9650,0,0,368.5,-37.32
525,11.48,5.6,9789,111,0,0,798.5,342.7
526,20.13,10.2,9900,0,0,0,1455.0,1216.255
527,11.19,5.4,9418,2,480,0,868.0,315.315
528,11.87,6.0,8370,1,1529,0,2972.0,555.755
529,12.28,5.9,9900,0,0,0,490.5,384.12
530,25.74,13.0,9058,656,186,0,3839.0,1466.865
531,24.1,12.4,6519,3320,61,0,4397.5,1450.165
532,21.35,10.9,9482,407,11,0,3655.0,1132.88
533,21.09,10.8,7912,188,1800,0,3742.5,1176.635
534,14.88,7.5,9900,0,0,0,1817.0,651.625
535,10.33,5.0,9900,0,0,0,247.5,247.5
536,11.08,5.4,9864,34,2,0,676.5,309.22
537,11.22,5.4,9588,187,125,0,891.5,304.31
538,13.95,7.0,9780,0,120,0,3355.0,599.21
539,19.36,9.7,9533,52,313,2,2926.5,964.49
540,19.48,9.3,9881,2,17,0,1517.5,896.36
541,14.41,7.1,9891,9,0,0,1281.0,561.05
542,22.09,11.4,9470,62,368,0,2702.5,1237.99
543,17.53,8.8,8862,10,1028,0,3514.5,885.45
544,22.49,11.6,9041,160,699,0,3905.5,1373.785
545,20.71,10.6,9335,563,2,0,3055.5,1139.7
546,24.94,12.8,7741,2159,0,0,4003.0,1515.15
547,13.82,6.8,9860,31,9,0,3575.5,705.37
548,17.59,9.1,6465,1658,1777,0,3124.0,952.485
549,24.54,12.4,4193,585,5122,0,4013.5,1487.48
550,15.35,7.6,8671,0,1229,0,1895.5,658.62
551,13.33,6.7,9795,105,0,0,864.5,507.685
552,10.71,5.2,3474,6382,44,0,1297.0,417.89
553,24.69,12.4,7689,1443,768,0,4232.0,1485.08
554,21.41,10.7,8762,1065,73,0,1849.0,1100.01
555,21.76,10.7,8864,943,93,0,3791.0,1169.055
